input,issues
"Drone log, vbat avg=21.46V (min=21.36V), amperage max=4.42A, rssi avg=44 (min=43), motor imbalance=222, gyro variability=0.048, acc variability=0.095, GPS sats min=15, GPS speed max=18.87 m/s, alt avg=476.7m, throttle avg=1135, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.78V (min=21.65V), amperage max=7.27A, rssi avg=36 (min=35), motor imbalance=586, gyro variability=0.058, acc variability=0.178, GPS sats min=15, GPS speed max=15.61 m/s, alt avg=769.0m, throttle avg=1168, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.91V (min=18.56V), amperage max=16.38A, rssi avg=60 (min=67), motor imbalance=68, gyro variability=4.337, acc variability=3.994, GPS sats min=11, GPS speed max=24.44 m/s, alt avg=137.7m, throttle avg=1499, failsafe phase=0, rx signal quality=0.91 → What issues occurred?",no issue
"Drone log, vbat avg=21.72V (min=12.93V), amperage max=17.71A, rssi avg=33 (min=68), motor imbalance=63, gyro variability=1.102, acc variability=4.951, GPS sats min=14, GPS speed max=8.36 m/s, alt avg=127.6m, throttle avg=1555, failsafe phase=1, rx signal quality=0.1 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.86V (min=21.78V), amperage max=4.92A, rssi avg=40 (min=40), motor imbalance=204, gyro variability=0.03, acc variability=0.07, GPS sats min=15, GPS speed max=17.45 m/s, alt avg=610.1m, throttle avg=1152, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.69V (min=21.57V), amperage max=6.35A, rssi avg=42 (min=40), motor imbalance=469, gyro variability=0.08, acc variability=0.273, GPS sats min=14, GPS speed max=17.14 m/s, alt avg=570.2m, throttle avg=1164, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.69V (min=16.23V), amperage max=18.63A, rssi avg=59 (min=89), motor imbalance=21, gyro variability=3.649, acc variability=38.528, GPS sats min=11, GPS speed max=13.61 m/s, alt avg=53.1m, throttle avg=1706, failsafe phase=0, rx signal quality=0.09 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.64V (min=21.31V), amperage max=31.42A, rssi avg=32 (min=31), motor imbalance=1699, gyro variability=1.769, acc variability=0.866, GPS sats min=14, GPS speed max=18.06 m/s, alt avg=630.1m, throttle avg=1197, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.56V (min=22.05V), amperage max=18.24A, rssi avg=80 (min=35), motor imbalance=30, gyro variability=4.016, acc variability=0.98, GPS sats min=13, GPS speed max=0.29 m/s, alt avg=100.2m, throttle avg=1302, failsafe phase=0, rx signal quality=0.78 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.88V (min=21.77V), amperage max=4.9A, rssi avg=38 (min=37), motor imbalance=338, gyro variability=0.089, acc variability=0.142, GPS sats min=13, GPS speed max=19.2 m/s, alt avg=608.9m, throttle avg=1136, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.17V (min=9.99V), amperage max=15.55A, rssi avg=39 (min=45), motor imbalance=139, gyro variability=3.829, acc variability=2.73, GPS sats min=3, GPS speed max=19.68 m/s, alt avg=68.9m, throttle avg=1789, failsafe phase=1, rx signal quality=0.64 → What issues occurred?",battery sag; failsafe triggered
"Drone log, vbat avg=23.29V (min=20.46V), amperage max=20.49A, rssi avg=91 (min=61), motor imbalance=117, gyro variability=3.193, acc variability=7.421, GPS sats min=6, GPS speed max=16.95 m/s, alt avg=97.0m, throttle avg=1361, failsafe phase=1, rx signal quality=0.7 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.47V (min=15.79V), amperage max=6.65A, rssi avg=60 (min=24), motor imbalance=182, gyro variability=4.897, acc variability=20.278, GPS sats min=5, GPS speed max=13.74 m/s, alt avg=137.1m, throttle avg=1565, failsafe phase=0, rx signal quality=0.02 → What issues occurred?",prop wash; rssi drop; failsafe triggered
"Drone log, vbat avg=21.97V (min=9.06V), amperage max=18.51A, rssi avg=81 (min=85), motor imbalance=39, gyro variability=1.43, acc variability=20.608, GPS sats min=9, GPS speed max=12.58 m/s, alt avg=121.9m, throttle avg=1762, failsafe phase=1, rx signal quality=0.24 → What issues occurred?",battery sag; failsafe triggered
"Drone log, vbat avg=22.85V (min=22.78V), amperage max=4.92A, rssi avg=36 (min=36), motor imbalance=194, gyro variability=0.048, acc variability=0.126, GPS sats min=11, GPS speed max=20.72 m/s, alt avg=739.8m, throttle avg=1140, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.38V (min=16.32V), amperage max=21.3A, rssi avg=25 (min=13), motor imbalance=127, gyro variability=1.633, acc variability=24.777, GPS sats min=7, GPS speed max=14.52 m/s, alt avg=61.6m, throttle avg=1162, failsafe phase=1, rx signal quality=0.03 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=20.41V (min=8.74V), amperage max=18.34A, rssi avg=90 (min=56), motor imbalance=264, gyro variability=1.702, acc variability=39.811, GPS sats min=2, GPS speed max=23.82 m/s, alt avg=114.8m, throttle avg=1096, failsafe phase=0, rx signal quality=0.36 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.35V (min=15.12V), amperage max=17.06A, rssi avg=57 (min=63), motor imbalance=313, gyro variability=0.819, acc variability=32.05, GPS sats min=8, GPS speed max=15.69 m/s, alt avg=106.3m, throttle avg=1253, failsafe phase=0, rx signal quality=0.09 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.56V (min=8.65V), amperage max=18.45A, rssi avg=37 (min=15), motor imbalance=32, gyro variability=3.09, acc variability=0.026, GPS sats min=8, GPS speed max=12.64 m/s, alt avg=142.2m, throttle avg=1264, failsafe phase=1, rx signal quality=0.36 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=20.9V (min=20.77V), amperage max=6.57A, rssi avg=45 (min=44), motor imbalance=450, gyro variability=0.061, acc variability=0.073, GPS sats min=15, GPS speed max=15.42 m/s, alt avg=587.9m, throttle avg=1197, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.21V (min=22.11V), amperage max=4.62A, rssi avg=39 (min=39), motor imbalance=227, gyro variability=0.048, acc variability=0.056, GPS sats min=14, GPS speed max=18.17 m/s, alt avg=722.0m, throttle avg=1125, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.09V (min=10.34V), amperage max=20.9A, rssi avg=59 (min=26), motor imbalance=355, gyro variability=4.365, acc variability=0.905, GPS sats min=14, GPS speed max=1.61 m/s, alt avg=112.5m, throttle avg=1639, failsafe phase=0, rx signal quality=0.56 → What issues occurred?",prop wash; battery sag; rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=21.33V (min=14.73V), amperage max=20.86A, rssi avg=28 (min=81), motor imbalance=36, gyro variability=4.267, acc variability=10.398, GPS sats min=1, GPS speed max=17.45 m/s, alt avg=86.9m, throttle avg=1684, failsafe phase=1, rx signal quality=0.89 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=20.06V (min=15.5V), amperage max=20.73A, rssi avg=52 (min=59), motor imbalance=131, gyro variability=1.502, acc variability=36.235, GPS sats min=6, GPS speed max=9.07 m/s, alt avg=93.7m, throttle avg=1331, failsafe phase=0, rx signal quality=0.68 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.88V (min=21.78V), amperage max=5.12A, rssi avg=41 (min=40), motor imbalance=244, gyro variability=0.037, acc variability=0.077, GPS sats min=14, GPS speed max=16.93 m/s, alt avg=570.7m, throttle avg=1152, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.38V (min=13.73V), amperage max=16.44A, rssi avg=66 (min=67), motor imbalance=122, gyro variability=0.15, acc variability=30.584, GPS sats min=0, GPS speed max=8.79 m/s, alt avg=99.7m, throttle avg=1656, failsafe phase=0, rx signal quality=0.83 → What issues occurred?",gps loss
"Drone log, vbat avg=20.71V (min=21.31V), amperage max=15.48A, rssi avg=93 (min=53), motor imbalance=359, gyro variability=3.517, acc variability=20.421, GPS sats min=9, GPS speed max=19.98 m/s, alt avg=135.6m, throttle avg=1423, failsafe phase=1, rx signal quality=0.8 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=22.39V (min=22.27V), amperage max=4.15A, rssi avg=40 (min=39), motor imbalance=203, gyro variability=0.036, acc variability=0.084, GPS sats min=13, GPS speed max=16.65 m/s, alt avg=592.3m, throttle avg=1116, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.81V (min=10.08V), amperage max=24.22A, rssi avg=87 (min=93), motor imbalance=344, gyro variability=0.161, acc variability=31.611, GPS sats min=10, GPS speed max=23.25 m/s, alt avg=130.9m, throttle avg=1015, failsafe phase=1, rx signal quality=0.78 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.89V (min=19.71V), amperage max=23.74A, rssi avg=55 (min=37), motor imbalance=132, gyro variability=0.681, acc variability=27.961, GPS sats min=11, GPS speed max=4.9 m/s, alt avg=77.1m, throttle avg=1161, failsafe phase=0, rx signal quality=0.96 → What issues occurred?",no issue
"Drone log, vbat avg=22.81V (min=22.74V), amperage max=5.35A, rssi avg=39 (min=39), motor imbalance=201, gyro variability=0.081, acc variability=0.099, GPS sats min=11, GPS speed max=22.99 m/s, alt avg=681.8m, throttle avg=1147, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=17.17V (min=17.06V), amperage max=4.5A, rssi avg=47 (min=46), motor imbalance=505, gyro variability=0.088, acc variability=0.149, GPS sats min=15, GPS speed max=8.33 m/s, alt avg=532.6m, throttle avg=1177, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.86V (min=19.44V), amperage max=12.0A, rssi avg=23 (min=78), motor imbalance=289, gyro variability=4.722, acc variability=30.688, GPS sats min=5, GPS speed max=19.65 m/s, alt avg=91.1m, throttle avg=1704, failsafe phase=1, rx signal quality=0.08 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=23.69V (min=14.39V), amperage max=13.77A, rssi avg=29 (min=19), motor imbalance=45, gyro variability=3.809, acc variability=12.768, GPS sats min=4, GPS speed max=12.1 m/s, alt avg=132.5m, throttle avg=1537, failsafe phase=0, rx signal quality=0.49 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=22.61V (min=22.51V), amperage max=5.0A, rssi avg=42 (min=42), motor imbalance=209, gyro variability=0.278, acc variability=0.065, GPS sats min=13, GPS speed max=18.36 m/s, alt avg=709.9m, throttle avg=1138, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.97V (min=12.19V), amperage max=14.15A, rssi avg=63 (min=34), motor imbalance=81, gyro variability=2.189, acc variability=22.626, GPS sats min=6, GPS speed max=3.59 m/s, alt avg=66.5m, throttle avg=1510, failsafe phase=0, rx signal quality=0.75 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.68V (min=22.88V), amperage max=13.76A, rssi avg=49 (min=32), motor imbalance=255, gyro variability=2.906, acc variability=18.382, GPS sats min=11, GPS speed max=2.67 m/s, alt avg=121.3m, throttle avg=1635, failsafe phase=1, rx signal quality=0.3 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=23.54V (min=18.45V), amperage max=11.5A, rssi avg=65 (min=33), motor imbalance=304, gyro variability=2.772, acc variability=25.863, GPS sats min=0, GPS speed max=7.75 m/s, alt avg=113.4m, throttle avg=1508, failsafe phase=1, rx signal quality=0.63 → What issues occurred?",prop wash; motor desync; failsafe triggered; gps loss
"Drone log, vbat avg=21.55V (min=21.45V), amperage max=5.07A, rssi avg=37 (min=36), motor imbalance=228, gyro variability=0.043, acc variability=0.063, GPS sats min=16, GPS speed max=20.62 m/s, alt avg=446.9m, throttle avg=1155, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.59V (min=22.18V), amperage max=15.79A, rssi avg=52 (min=91), motor imbalance=395, gyro variability=1.168, acc variability=39.232, GPS sats min=9, GPS speed max=16.91 m/s, alt avg=144.3m, throttle avg=1784, failsafe phase=1, rx signal quality=0.01 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.54V (min=17.6V), amperage max=6.26A, rssi avg=92 (min=68), motor imbalance=168, gyro variability=3.185, acc variability=35.462, GPS sats min=5, GPS speed max=21.68 m/s, alt avg=144.7m, throttle avg=1606, failsafe phase=1, rx signal quality=0.36 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=23.38V (min=9.45V), amperage max=24.41A, rssi avg=37 (min=59), motor imbalance=134, gyro variability=4.312, acc variability=20.617, GPS sats min=8, GPS speed max=4.98 m/s, alt avg=142.6m, throttle avg=1408, failsafe phase=1, rx signal quality=0.95 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.2V (min=21.1V), amperage max=4.5A, rssi avg=46 (min=46), motor imbalance=288, gyro variability=0.043, acc variability=0.075, GPS sats min=15, GPS speed max=12.11 m/s, alt avg=551.0m, throttle avg=1131, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.85V (min=23.73V), amperage max=5.05A, rssi avg=55 (min=55), motor imbalance=187, gyro variability=0.034, acc variability=0.063, GPS sats min=8, GPS speed max=13.61 m/s, alt avg=558.9m, throttle avg=1136, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.2V (min=15.54V), amperage max=10.64A, rssi avg=36 (min=83), motor imbalance=399, gyro variability=2.923, acc variability=19.11, GPS sats min=1, GPS speed max=21.61 m/s, alt avg=104.6m, throttle avg=1617, failsafe phase=0, rx signal quality=0.36 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=21.82V (min=16.28V), amperage max=21.64A, rssi avg=53 (min=56), motor imbalance=321, gyro variability=3.309, acc variability=22.61, GPS sats min=11, GPS speed max=16.55 m/s, alt avg=148.3m, throttle avg=1480, failsafe phase=1, rx signal quality=0.79 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=20.86V (min=20.74V), amperage max=5.02A, rssi avg=52 (min=52), motor imbalance=231, gyro variability=0.105, acc variability=0.07, GPS sats min=15, GPS speed max=19.88 m/s, alt avg=522.8m, throttle avg=1163, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.66V (min=20.2V), amperage max=11.72A, rssi avg=22 (min=17), motor imbalance=384, gyro variability=3.095, acc variability=0.503, GPS sats min=4, GPS speed max=6.88 m/s, alt avg=110.9m, throttle avg=1215, failsafe phase=0, rx signal quality=0.32 → What issues occurred?",rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=23.26V (min=17.55V), amperage max=19.18A, rssi avg=95 (min=91), motor imbalance=1, gyro variability=1.994, acc variability=4.434, GPS sats min=12, GPS speed max=20.8 m/s, alt avg=143.7m, throttle avg=1047, failsafe phase=0, rx signal quality=0.03 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.33V (min=22.26V), amperage max=3.9A, rssi avg=59 (min=58), motor imbalance=223, gyro variability=0.034, acc variability=0.131, GPS sats min=13, GPS speed max=17.22 m/s, alt avg=615.9m, throttle avg=1103, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.92V (min=11.47V), amperage max=20.02A, rssi avg=48 (min=95), motor imbalance=23, gyro variability=2.801, acc variability=13.418, GPS sats min=8, GPS speed max=14.47 m/s, alt avg=60.5m, throttle avg=1658, failsafe phase=0, rx signal quality=0.01 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.39V (min=20.1V), amperage max=7.69A, rssi avg=31 (min=86), motor imbalance=384, gyro variability=2.212, acc variability=20.207, GPS sats min=6, GPS speed max=19.41 m/s, alt avg=127.3m, throttle avg=1297, failsafe phase=1, rx signal quality=0.95 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=23.6V (min=20.23V), amperage max=11.5A, rssi avg=90 (min=14), motor imbalance=70, gyro variability=4.33, acc variability=32.155, GPS sats min=11, GPS speed max=21.61 m/s, alt avg=75.8m, throttle avg=1198, failsafe phase=1, rx signal quality=0.6 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.06V (min=22.96V), amperage max=6.95A, rssi avg=36 (min=36), motor imbalance=287, gyro variability=0.078, acc variability=0.166, GPS sats min=8, GPS speed max=19.71 m/s, alt avg=862.1m, throttle avg=1192, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
